SERIAL_NO,NAME,SITE_CLASS,DIS_ACCESS,ACCESS_DSC,COMMENTS,MAINT_BY,DESCRIPTION,TYPE,SUBURB,REGION,LOCAL_GOV_AREA,LONGITUDE,LATITUDE,join_siteI,POSTCODE,POSTCODE_SUBURB,,EVENTS
1107,Bull Creek,HIGH,PARTIAL,From Melbourne - travel along the Melba Highway to the intersection of Murrindindi Road just before Devlins Bridge.  Turn right and drive 10km to the Reserve then follow the Murrindindi Road south for approximately 5km to the last of the Murrindindi Scen,"Bull Creek Camp is one of the popular camping areas within the Murrindindi Scenic Reserve.  All sites in the Reserve require a permit - motorcycle $3, car $7, small bus $20, large bus $35 per night.  All funds collected go directly back into the upkeep o",TOOLANGI MAIN RD,"Bull Creek has the capacity to cater for larger family groups as the camping area is divided into wider sites.  An oval in the centre of the camping ground is equipped with a small shelter, picnic facilities and nearby flushing toilets.
",Camping,MURRINDINDI,HUME,MURRINDINDI,145.570855,-37.429,22b21e76-76f2-4b0d-b133-3fc852c721b5,3717,3717 - MURRINDINDI,,https://freshlife.tk/camping/
1108,Owens Hill,BASIC,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 21Km an","This area has since been revegetated with native forests, although some areas still contain pine plantations. Situated on the shore of lake Eildon this area is popular for a number of different recreational uses including: fishing, four-wheel driving, mo",MANSFIELD,"Imagine waking up in the morning to birds singing and stunning views over lake Eildon, thats what this site offers. A large dispersed campground offers room enough for large groups or multiple smaller groups. The grounds are relatively flat with small sl",Camping,LAKE EILDON,HUME,MANSFIELD,145.9150718,-37.1158209,6f12e44a-29d7-4ca9-9756-bcb444962af4,3713,3713 - LAKE EILDON,,https://freshlife.tk/camping/
1109,Water Guage,HIGH,PARTIAL,"From Melbourne - travel along the Melba Highway to the intersection of Murrindindi Road just before Devlins Bridge.  Turn right and drive 10km to the Reserve then follow the Murrindindi Road south for approximately 3km past the Rangers Hut.  
","Water Gauge Camp is one of the popular camping areas within the Murrindindi Scenic Reserve.  All sites in the Reserve require a permit - motorcycle $3, car $7, small bus $20, large bus $35 per night.  All funds collected go directly back into the upkeep",TOOLANGI MAIN RD,Water Gauge Camp provides individual sites nestled in the gully alongside the Murrindindi River.  Here you can set up camp then walk across the suspension bridge to access the Murrindindi River Walk or Wilhelmina Falls Walking track.,Camping,MURRINDINDI,HUME,MURRINDINDI,145.563901,-37.414,22b21e76-76f2-4b0d-b133-3fc852c721b5,3717,3717 - MURRINDINDI,,https://freshlife.tk/camping/
1110,Freemans Camp,MID,NONE,The Tallarook State Forest is located north of Melbourne between the township of Broadford and Seymour.  Access is via Ennis Road off the Hume Highway.  Ennis road turns into Main road.  Continue on this road until Freemans road.  Turn left into Freemans,"A special place to camp all year round in the Tallarook State forest. The grassy tiered camp offers four separate levels with wood fired BBQ's, picnic tables and toilet facilities.",BROADFORD,Freemans Camp in the Tallarook State Forest is an ideal place to camp on the tiered grassy slope.  Vehicles can be left in the carparking areas and tents carried in and installed around the wood fire BBQ pits.  From here you can explore the Tallarook for,Camping,TALLAROOK,HUME,MITCHELL,145.165299,-37.1622,a50f4750-b17a-47cd-954b-dc694bd441c2,3659,3659 - TALLAROOK,,https://freshlife.tk/camping/
1111,Raids Inlet,BASIC,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 19.5Km","Nestled in one of lake Eildons many inlets this spot is highly popular during the warmer months. This site is sheltered by large canopy trees and suitable for larger groups. 
This area is used for several recreational activities, including: fishing, fou",MANSFIELD,"This area is located in one of lake Eildons many small inlets, offering a sheltered campsite with plenty of much needed shade during the warmer months.",Camping,LAKE EILDON,HUME,MANSFIELD,145.9097159,-37.113413,6f12e44a-29d7-4ca9-9756-bcb444962af4,3713,3713 - LAKE EILDON,,https://freshlife.tk/camping/
1112,Blue Gum Flat 2,BASIC,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 7.4 Km","Situated on the banks of Lake Eildon, this site is a popular destination for boats, fishermen, campers and trail bike riders alike. Behind you, you will see an expansive area of native bushland worth exploring.
This site can become busy in the warmer mo",MANSFIELD,This large campground is great for large groups and several smaller groups. With larger canopy Eucalypts offering much needed shade in the warmer months.,Camping,HOWES CREEK,HUME,MANSFIELD,145.9970452,-37.1720876,6f12e44a-29d7-4ca9-9756-bcb444962af4,3723,3723 - HOWES CREEK,,https://freshlife.tk/camping/
1113,Taylors 2,BASIC,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 11KM an","Situated along the shores of Lake Eildon, you will wake up to the sound of singing birds and early morning fishermen trolling the waters below you. With shade offered from mature Eucalypt tree regenerated from pine plantations in the past and easy access",MANSFIELD,"Camping offered at this site is below a stand of mature Eucalypt trees, with large open grassy camping areas. This area is great for families interested in camping around Lake Eildon. 
This site can become busy in the warmer months and during peak seaso",Camping,LAKE EILDON,HUME,MANSFIELD,145.9851881,-37.1403516,6f12e44a-29d7-4ca9-9756-bcb444962af4,3713,3713 - LAKE EILDON,,https://freshlife.tk/camping/
1114,Kangaroo Gully,BASIC,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 23Km an","A small site situated on the shores of Lake Eildon. A small and secluded site means it is often uncrowded during peak times. This area is used for several recreational activities, including: fishing, four-wheel driving, motorbike riding, water sports and",MANSFIELD,"This site is a small site on the shores of Lake Eildon, camping is suited to small groups. This site offers a sheltered campground, surrounded by stunning native tree species.",Camping,LAKE EILDON,HUME,MANSFIELD,145.9452819,-37.1240299,6f12e44a-29d7-4ca9-9756-bcb444962af4,3713,3713 - LAKE EILDON,,https://freshlife.tk/camping/
1115,Edi Cutting,MID,NONE,"Located 27km south of Oxley on the Wangaratta-Whitfield road, a couple of kilometres past Edi itself. Access is either via Wangaratta from the north or by taking the Snow Road turnoff from the Hume Hwy at Glenrowan from the south.",NA,OVENS,"A very popular area, particularly during holiday periods. Most sites have good shade from large Red Gums and easy access to the King river. All sites have drive through vehicle access. The two distinct areas can be isolated from each other in flood event",Camping,EDI,HUME,WANGARATTA,146.42122,-36.656,8413d21d-5440-4f2b-81f9-2e5cfb8620d0,3678,3678 - EDI,,https://freshlife.tk/camping/
1116,The Boys Camping Area,BASIC,NONE,"From the Maroondah Highway at Taggerty, turn right onto the Taggerty-Thornton Rd and right again onto Rubicon Rd. The Boys is approximately 6.5 km along Rubicon Rd. The
camping areas are accessible by 2WD. Kendalls and Tin
Hut are closed from the Thurs","A popular camping area, The Boys is set within a tranquil setting in the foothills of the Rubicon Valley.  Surrounded by tall trees and the picturesque Rubicon River, The Boys was the location of a single mens camp after WW1. The Boys is a great base to",ALEXANDRA,"A popular camping area, The Boys is set within a tranquil setting in the foothills of the Rubicon Valley.  Surrounded by tall trees and the picturesque Rubicon River, The Boys was the location of a single mens camp after WW1. The Boys is a great base to",Camping,RUBICON,HUME,MURRINDINDI,145.86048,-37.32,22b21e76-76f2-4b0d-b133-3fc852c721b5,3712,3712 - RUBICON,,https://freshlife.tk/camping/
1117,Keppels Hut,MID,NONE,"From Marysville, head to Lady Talbot Drive and continue driving on two wheel drive road until the Beeches Rainforest Walk after this site the road becomes quite rough and not recommended to travel in winter.  Turning right into Keppels hut track head up",Keppels Hut was established after the 1939 fires on a grazing lease help by John and Jerry Keppel.  The hut accidently burnt down in 1983 and was rebuilt with the help of local community groups.  The hut was again completely destroyed in Black Saturday f,MARYSVILLE,"Horse yards, a toilet, picnic table and fireplaces are provided so take a rest or camp overnight and enjoy the picturesque views of Lake Mountain.  
",Camping,RUBICON,HUME,MURRINDINDI,145.851269,-37.4606,22b21e76-76f2-4b0d-b133-3fc852c721b5,3712,3712 - RUBICON,,https://freshlife.tk/camping/
1118,Goongerah,MID,NONE,"Via the Bonang Highway Goongerah, campground is sign posted onto the Ellery Creek Track.","Set on the banks of the picturesque Brodribb River, enjoy this tranquil camp set amongst the manna gums, base yourself for a night or a week and enjoy the tall forests that East Gippsland has to offer.",ORBOST OFFICE,"Several camping areas on both sides of the river, camping areas seperated by the headwater of the Brodribb River.",Camping,GOONGERAH,GIPPSLAND,EAST GIPPSLAND,148.700519,-37.3429,eb624ae2-42e4-49eb-a8e0-025121c9d629,3888,3888 - GOONGERAH,,https://freshlife.tk/camping/
1119,Wilsons Hut,BASIC,NONE,"From Bendoc, travel south down Clarkeville Road before turning left onto Marriot Track where you will proceed a short distance (~1.2km) before arriving at the hut.",This well restored high country hut is a great place to base yourself for the night while you explore the vast array of history that the Bendoc region has to offer.,BENDOC,Site development currently underway to accommodate for overnight camping outside of the historical hut,Camping,BENDOC,GIPPSLAND,EAST GIPPSLAND,148.892577,-37.1817,eb624ae2-42e4-49eb-a8e0-025121c9d629,3888,3888 - BENDOC,,https://freshlife.tk/camping/
1120,Reids Quarry,BASIC,NONE,From Marysville - Take the Woods Point road.  After 18km veer left at the Cumberland Junction then turn left down Eildon Warburton road.  From Warburton - Follow the Warburton Woods Point Road and turn right at Cumberland Junction then left down Eildon W,"Nestled under the trees, this campsite provides a shady spot for camping with either tents, swags, campervans or even caravans.  From here you can explore the adventures of Big River State forest.",MARYSVILLE,Reid Quarry opens up to a spacious campground to either pitch a tent or camper trailer under some of the large native and European trees remnants of the past users of this area.  This camp has pit toilet facilities and sites that can accommodate larger f,Camping,EILDON,HUME,MURRINDINDI,145.956181,-37.5203,6f12e44a-29d7-4ca9-9756-bcb444962af4,3713,3713 - EILDON,,https://freshlife.tk/camping/
1121,New Ada No2 Mill,BASIC,NONE,"The Ada No. 2 site can only be accessed via foot along the Walk into History. If commencing your journey from Starlings Gap, the Ada Tree or New Ada Mill, head south at the crossroads and walk for a further 200m. upon approaching the site you will cross","One of two key camp sites along the Walk into History. The Ada No. 2 Mill was destroyed in the 1939 bushfires, however the relics of structures and machinery around the campsite provide the visitor with a sense of a very different time. This site is one",POWELLTOWN,Situated deep in the forest at the historical Ada No. 2 Mill. This site provides basic camping facilities amongst mill remnants. Some platforms or tents exist as the site becomes damp in winter months. Please note that there are no toilet facilities at t,Camping,ADA,GIPPSLAND,BAW BAW,145.840336,-37.8346,27088121-4310-48ce-8d3f-b1ec5c1608c6,3833,3833 - ADA,,https://freshlife.tk/camping/
1122,Parkers Flat 2,BASIC,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 19Km an","Situated on the shores of Lake Eildon, you will enjoy the easy access to the waters edge. This area is utilised for several recreational activities, including: fishing, four-wheel driving, motorbike riding, water sports and camping.
This site can become",MANSFIELD,"Wake up to the sounds of nature surrounding you, the singing of birds and the low slow sound of early fishermen in the water below your campsite. This site has large disperse camping and is great for large groups or several smaller groups.",Camping,LAKE EILDON,HUME,MANSFIELD,145.9255253,-37.1209246,6f12e44a-29d7-4ca9-9756-bcb444962af4,3713,3713 - LAKE EILDON,,https://freshlife.tk/camping/
1123,Fergusons,BASIC,NONE,"From Jamieson follow the Jamieson Licola road follow for 17 Km before turning left onto Ferguson Track for 3.6KM before reaching the site. 
Please note: Fergusons track is an all weather Four Wheel drive track.",NA,MANSFIELD,"Fergusons is a small secluded campsite with basic facilities, although remote this spot is perfect for the avid four-wheel driver. You can camp yourself next to the Jamieson River, throw a line in, go for a swim or simply enjoy the sound of the river tum",Camping,MOUNT BULLER,HUME,MANSFIELD,146.2569343,-37.3088387,6f12e44a-29d7-4ca9-9756-bcb444962af4,3723,3723 - MOUNT BULLER,,https://freshlife.tk/camping/
1124,Silvermine,BASIC,NONE,"From Jamieson head down Jamieson Licola Road for 29KM, then turn left onto Silvermine Spur Road. After being on Silvermine Spur Road for 4KM you will reach the campsite. 
PLease note: This is an all weather four-wheel drive road.",NA,MANSFIELD,"Silvermine is a small secluded campsite with basic facilities, although remote this spot is perfect for the avid four-wheel driver. You can camp yourself next to the Jamieson River, throw a line in, go for a swim or simply enjoy the sound of the river tu",Camping,MOUNT BULLER,HUME,MANSFIELD,146.3481165,-37.3297671,6f12e44a-29d7-4ca9-9756-bcb444962af4,3723,3723 - MOUNT BULLER,,https://freshlife.tk/camping/
1125,Thomson Bridge Campground,MID,PARTIAL,"Located only 15 min out of Rawson, Head south on the Tyers-Walhalla Road and turn Left onto the Walhalla Road and follow for approx. 6km. Before crossing the Thomson River, veer left onto Old Depot Road and follow for approximately 200m. The campground w","Thomson Bridge Campground is perched above the Thomson River and is surrounded by dense bushland. It offers five campsites (3 x vehicle based, 2 x walk-in only) and is best suited to smaller groups. 
It can be easily accessed by two-wheel drive from Wal",ERICA,"This small campground provides five basic campsites (3 x vehicle-based sites, 2 x walk-in only sites) and is suitable for small groups. Each site has access to a fire pit and there are communal facilities available including a picnic shelter, tables and",Camping,RAWSON,GIPPSLAND,BAW BAW,146.4198444,-37.95714,69fa2d5e-557c-457a-9103-21bc2609f5eb,3825,3825 - RAWSON,,https://freshlife.tk/camping/
1126,Yackandandah Creek 3,BASIC,NONE,"From the main street of Yackandandah follow Bells Flat Rd for approx. 3km until you meet Service Basin Rd. Continue along Service Basin Rd, which then becomes Yack Gate Rd, for approx. 1.7km to the two site access tracks to your right.",NA,OVENS,A large camping area split in two with easy vehicle and tent based camping sites. The site has good access to the Yackandandah Creek and is conveniently located opposite the Trail bike unloading area.,Camping,STANLEY,HUME,INDIGO,146.806786,-36.3379,0ad5e111-20d2-44d8-ad03-efa0736f65fc,3747,3747 - STANLEY,,https://freshlife.tk/camping/
1127,Yackandandah Creek 9,BASIC,NONE,"From the Myrtleford-Yackandandah Rd on the edge of Yackandandah, head south on Back Creek Rd for 1.1km to Kirby Flat Rd. Follow Kirby Flat Rd for 1.1km to Moyle Rd. Take Moyle Rd for 600m to No.1 Rd. Head west on No.1 Rd for approx. 550m to Kohns Spur Tk",NA,OVENS,A medium sized shady site with two distinct areas by the banks of the creek. Quiet and isolated from the road above.,Camping,STANLEY,HUME,INDIGO,146.822747,-36.3424,0ad5e111-20d2-44d8-ad03-efa0736f65fc,3747,3747 - STANLEY,,https://freshlife.tk/camping/
1128,The Mill,BASIC,NONE,"Located 2kms north of Mitta Mitta township on the Omeo Highway.
","Located on the site of an old saw mill, this is an open grassed area with easy access to the mighty Mitta Mitta River and is popular with anglers. In September, the surrounding area is covered with gold flowers of the endemic Poverty Wattle. A great base",MITTA VALLEY,"There are several camping sites at this location, comprised of open areas suitable for both small and larger groups.  Suitable for camper trailers, tents and swags with access to the mighty Mitta Mitta River.  There are wood fired BBQs and picnic table b",Camping,MITTA MITTA,HUME,TOWONG,147.363591,-36.5313,7f16e925-c7c9-45bd-907a-e4ffc1d828c9,3701,3701 - MITTA MITTA,,https://freshlife.tk/camping/
1129,Lightning Creek,HIGH,NONE,"Located approx 85 kms from Omeo township and approx 22 kms from Mitta Mitta township on the sealed Omeo Highway  C543. Access to this site is 2WD all weather conditions.
",NA,MITTA VALLEY,"This spacious campsite includes pit toilet facilities and separate formal camping sites.  The camping areas are suitable for tents, caravans or trailers with room to move.",Camping,MITTA MITTA,HUME,TOWONG,147.4329784,-36.6608167,7f16e925-c7c9-45bd-907a-e4ffc1d828c9,3701,3701 - MITTA MITTA,,https://freshlife.tk/camping/
1130,Huggetts Crossing,BASIC,NONE,Huggetts is located around 15km or 25 minutes North of the township of Newry and can be accessed via Three Chain Rd and then Kentucky Rd. At the end of Kentucky Rd turn left onto Huggetts Track and travel for 4km on this 4wd route to the Camping area.,"A popular family campsite that also caters for picnickers, Huggetts is a great hub from which to explore the Avon-Mt Hedrick Natural Features and Scenic Reserve. This can be done either by foot on the Avon River and Mt Hedrick Walking Tracks or by 4WD on",HEYFIELD,"The main campsite is located on the banks of the Avon River and has toilet, picnic table and BBQ facilities. An additional camping area can be accessed by foot to the North of Navigation Creek.",Camping,MONOMAK,GIPPSLAND,WELLINGTON,146.854252,-37.8105,57f7b166-7696-4238-8a9b-8a1505e7de8f,3860,3860 - MONOMAK,,https://freshlife.tk/camping/
1131,Buttercup Four Camping Area,BASIC,PARTIAL,"2WD  From Mansfield follow Mt. Buller Rd to Sawmill Settlement, turn left onto Carters Rd, follow for approx. 5kms then turn left onto Buttercup Rd
4WD - From Mansfield follow Mt. Buller Rd for approx. 13kms, turn left onto Buttercup Road follow for 13k","This Camping area is located along the banks of the Buttercup Creek, with grassy camping areas surrounded by native tree species offering ample shade. This campground offers a central camping spot to many fantastic activities that you can do in the Victo",MANSFIELD,"The tumbling water in Buttercup Creek provides a peaceful background when camping at this site. The surrounding Peppermint, Swamp Gum, Candlebark, Manna Gum and Stringybark provided nicely shaded camping spots. This is a small campground so you will enjo",Camping,MERRIJIG,HUME,MANSFIELD,146.34122,-37.068,6f12e44a-29d7-4ca9-9756-bcb444962af4,3723,3723 - MERRIJIG,,https://freshlife.tk/camping/
1131,Buttercup Four Camping Area,BASIC,PARTIAL,"2WD  From Mansfield follow Mt. Buller Rd to Sawmill Settlement, turn left onto Carters Rd, follow for approx. 5kms then turn left onto Buttercup Rd
4WD - From Mansfield follow Mt. Buller Rd for approx. 13kms, turn left onto Buttercup Road follow for 13k","This Camping area is located along the banks of the Buttercup Creek, with grassy camping areas surrounded by native tree species offering ample shade. This campground offers a central camping spot to many fantastic activities that you can do in the Victo",MANSFIELD,"The tumbling water in Buttercup Creek provides a peaceful background when camping at this site. The surrounding Peppermint, Swamp Gum, Candlebark, Manna Gum and Stringybark provided nicely shaded camping spots. This is a small campground so you will enjo",Camping,MERRIJIG,HUME,MANSFIELD,146.34122,-37.068,b860d407-5227-4b15-a0d9-eb5773b9d083,3723,3723 - MERRIJIG,,https://freshlife.tk/camping/
1132,Moscow Villa,BASIC,NONE,"Access to Moscow Villa from Swifts Creek is via Nunniong Road and Bentleys Plain Road, from Ensay is via Bentleys Plain Road.","Built in the 1940's by a local Swifts Creek residence and used as a summer residence for him when on Fire Tower Lookout duties. Complete with stone fireplace, wooden floors and tin roof. Outside the hut is room for camping, with picnic tables and a toile",SWIFTS CREEK,"Built in the 1940's by a local Swifts Creek residence and used as a summer residence for him when on Fire Tower Lookout duties. Complete with stone fireplace, wooden floors and tin roof. Outside the hut is room for camping, with picnic tables and a toile",Camping,NUNNIONG,GIPPSLAND,EAST GIPPSLAND,147.922005,-37.2262,9888bb86-6422-44e6-9f7c-92fc38f2736d,3896,3896 - NUNNIONG,,https://freshlife.tk/camping/
1133,Yackandandah Creek 1,BASIC,NONE,"From the main street of Yackandandah follow Bells Flat Rd for approx. 3km until you meet Service Basin Rd. Continue along Service Basin Rd, which then becomes Yack Gate Rd, for approx. 1.2km to the site access track that drops steeply to your left. Not r",NA,OVENS,A small shady camping area along the banks of Yackandandah Creek. Tent based camping with a small parking area.,Camping,STANLEY,HUME,INDIGO,146.809865,-36.3352,0ad5e111-20d2-44d8-ad03-efa0736f65fc,3747,3747 - STANLEY,,https://freshlife.tk/camping/
1134,Kendalls,HIGH,PARTIAL,"From Melbourne, follow the Maroondah Highway; turn right onto the Taggerty-Thornton road and right again onto Rubicon road.  Kendalls Camp is approximately 5.5.km along Rubicon Road.  The camping areas are accessible by 2 WD.  Kendalls Camp is closed fro",seasonally closed,ALEXANDRA,seasonally closed,Camping,RUBICON,HUME,MURRINDINDI,145.8522241,-37.3099742,22b21e76-76f2-4b0d-b133-3fc852c721b5,3712,3712 - RUBICON,,https://freshlife.tk/camping/
1135,Little O'Toole'S,BASIC,NONE,"Located on the river flats adjacent to Donnellys Ck Rd, this site is best accessed via Donnellys Creek Rd from Walhalla Rd. Note that Donnelly's Creek Rd is part of the Aberfeldy 4WD tour.",NA,ERICA,"The little brother to O'tooles campsite just down the road, perfect if you are looking for a quieter site when O'tooles is getting a little busy. The site has a few firepits, wood-fired BBQ's and wide, protected grassy areas for pitching tents.",Camping,TOOMBON,GIPPSLAND,BAW BAW,146.440087,-37.7475,69fa2d5e-557c-457a-9103-21bc2609f5eb,3825,3825 - TOOMBON,,https://freshlife.tk/camping/
1136,Toorongo Falls Campsite Two,BASIC,PARTIAL,Head east from Noojee on the Mount Baw Baw Tourist Road for approximately 4km and take a left turn into Toorongo Valley Road.  The site is accessed about 5km along this bitumen road after third bridge. Follow well-formed gravel road for 400m and turn rig,"A large, grassy and open spot on the banks of the Toorongo River, sitting against a great green backdrop of tall forest trees. Camping and picnicking opportunities feature.  Access is via Toorongo Falls Campsite One.",NOOJEE,"An expansive place to camp next to the calm, shallow waters of the Toorongo River.  Just a short walk (along the river) away from the start of the spectacular Toorongo Falls walk.  This site is flatter than Toorongo Falls Campsite One, perfect for small",Camping,NOOJEE,GIPPSLAND,BAW BAW,146.041819,-37.8523,3a0e909b-a278-4c5b-8786-975c5ef4c4c9,3833,3833 - NOOJEE,,https://freshlife.tk/camping/
1137,Big River Camp,VERY BASIC,NONE,From Marysville - Take the Woods Point road.  After 18km veer left at the Cumberland Junction then turn left down Eildon Warburton road.  From Warburton - Follow the Warburton Woods Point Road and turn right at Cumberland Junction then left down Eildon W,NA,MARYSVILLE,"Big River Camp is one of the bigger campsites in the area able to accommodate caravans, trailers or tents around a campfire.  Popular with larger groups to relax in the bush, trailbike, four wheel drive or fish the nearby Big River waters.  
",Camping,MARYSVILLE,HUME,MURRINDINDI,145.944783,-37.5289,27088121-4310-48ce-8d3f-b1ec5c1608c6,3779,3779 - MARYSVILLE,,https://freshlife.tk/camping/
1138,Merrington'S Camping Area,BASIC,NONE,"From Erica travel north along the Moe-Rawson Rd continuing into Thompson Valley Rd.  Continue following the bitumen into Thomson Dam Access Rd, turning left into Walhalla Rd at the gravel road intersection. Turn right into Merringtons Tk, and follow sign",NA,ERICA,"Merrington's is a large, open, grassy camp ground by the Aberfeldy River with ample firepits and wood fired BBQ's, and a single bush toilet. The river can be reached by following Merrington's Walk on the southern side of the camp site, this walk crosses",Camping,THOMSON,GIPPSLAND,BAW BAW,146.400156,-37.7612,69fa2d5e-557c-457a-9103-21bc2609f5eb,3219,3219 - THOMSON,,https://freshlife.tk/camping/
1138,Merrington'S Camping Area,BASIC,NONE,"From Erica travel north along the Moe-Rawson Rd continuing into Thompson Valley Rd.  Continue following the bitumen into Thomson Dam Access Rd, turning left into Walhalla Rd at the gravel road intersection. Turn right into Merringtons Tk, and follow sign",NA,ERICA,"Merrington's is a large, open, grassy camp ground by the Aberfeldy River with ample firepits and wood fired BBQ's, and a single bush toilet. The river can be reached by following Merrington's Walk on the southern side of the camp site, this walk crosses",Camping,THOMSON,GIPPSLAND,BAW BAW,146.400156,-37.7612,5fa9b7aa-651d-4c9d-96b1-8f6813b2d933,3219,3219 - THOMSON,,https://freshlife.tk/camping/
1139,SHELLY,NA,NA,NA,NA,NA,No Description,Beach,PORTSEA,SOUTHERN METROPOLITAN,MORNINGTON,144.7261,-38.3227999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3944,3944 - PORTSEA,,https://freshlife.tk/beach/
1140,POINT MACARTHUR,NA,NA,NA,NA,NA,No Description,Beach,PORTSEA,SOUTHERN METROPOLITAN,MORNINGTON,144.7353,-38.3256999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3944,3944 - PORTSEA,,https://freshlife.tk/beach/
1141,POINT KING 1,NA,NA,NA,NA,NA,No Description,Beach,SORRENTO,SOUTHERN METROPOLITAN,MORNINGTON,144.7376,-38.3278999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3943,3943 - SORRENTO,,https://freshlife.tk/beach/
1142,POINT KING 2,NA,NA,NA,NA,NA,No Description,Beach,SORRENTO,SOUTHERN METROPOLITAN,MORNINGTON,144.7385,-38.3296999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3943,3943 - SORRENTO,,https://freshlife.tk/beach/
1143,SORRENTO PARK,NA,NA,NA,NA,NA,No Description,Beach,SORRENTO,SOUTHERN METROPOLITAN,MORNINGTON,144.7397,-38.3350999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3943,3943 - SORRENTO,,https://freshlife.tk/beach/
1144,SORRENTO FRONT,NA,NA,NA,NA,NA,No Description,Beach,SORRENTO,SOUTHERN METROPOLITAN,MORNINGTON,144.7482,-38.3437999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3943,3943 - SORRENTO,,https://freshlife.tk/beach/
1145,ROSEBUD,NA,NA,NA,NA,NA,No Description,Beach,ROSEBUD,SOUTHERN METROPOLITAN,MORNINGTON,144.8998,-38.3562999,8f03fc05-84f0-4aef-befb-37725c9c5d69,3939,3939 - ROSEBUD,,https://freshlife.tk/beach/
1146,DROMANA,NA,NA,NA,NA,NA,No Description,Beach,DROMANA,SOUTHERN METROPOLITAN,MORNINGTON,144.9622,-38.3341999,69088979-01eb-4b48-9535-22b6d69421ec,3936,3936 - DROMANA,,https://freshlife.tk/beach/
1147,SAFETY,NA,NA,NA,NA,NA,No Description,Beach,SAFETY BEACH,SOUTHERN METROPOLITAN,MORNINGTON,144.9871,-38.3181999,69088979-01eb-4b48-9535-22b6d69421ec,3936,3936 - SAFETY BEACH,,https://freshlife.tk/beach/
1148,FISHERMANS,NA,NA,NA,NA,NA,No Description,Beach,MORNINGTON,SOUTHERN METROPOLITAN,MORNINGTON,145.0284,-38.2270999,69088979-01eb-4b48-9535-22b6d69421ec,3931,3931 - MORNINGTON,,https://freshlife.tk/beach/
1149,ROYAL,NA,NA,NA,NA,NA,No Description,Beach,MORNINGTON,SOUTHERN METROPOLITAN,MORNINGTON,145.0318,-38.2188999,69088979-01eb-4b48-9535-22b6d69421ec,3931,3931 - MORNINGTON,,https://freshlife.tk/beach/
1150,MOTHERS/SCOUT/SHIRE HALL,NA,NA,NA,NA,NA,No Description,Beach,MORNINGTON,SOUTHERN METROPOLITAN,MORNINGTON,145.035,-38.2165999,69088979-01eb-4b48-9535-22b6d69421ec,3931,3931 - MORNINGTON,,https://freshlife.tk/beach/
1151,MILLS,NA,NA,NA,NA,NA,No Description,Beach,MORNINGTON,SOUTHERN METROPOLITAN,MORNINGTON,145.0452,-38.2141999,69088979-01eb-4b48-9535-22b6d69421ec,3931,3931 - MORNINGTON,,https://freshlife.tk/beach/
1152,MILLS EAST,NA,NA,NA,NA,NA,No Description,Beach,MORNINGTON,SOUTHERN METROPOLITAN,MORNINGTON,145.0502,-38.2086999,69088979-01eb-4b48-9535-22b6d69421ec,3931,3931 - MORNINGTON,,https://freshlife.tk/beach/
1153,CARAAR,NA,NA,NA,NA,NA,No Description,Beach,MORNINGTON,SOUTHERN METROPOLITAN,MORNINGTON,145.0561,-38.2046999,69088979-01eb-4b48-9535-22b6d69421ec,3931,3931 - MORNINGTON,,https://freshlife.tk/beach/
1154,SUNNYSIDE,NA,NA,NA,NA,NA,No Description,Beach,MORNINGTON,SOUTHERN METROPOLITAN,MORNINGTON,145.0611,-38.2010999,69088979-01eb-4b48-9535-22b6d69421ec,3931,3931 - MORNINGTON,,https://freshlife.tk/beach/
1155,SUNNYSIDE NORTH,NA,NA,NA,NA,NA,No Description,Beach,MOUNT ELIZA,SOUTHERN METROPOLITAN,MORNINGTON,145.0647,-38.1965999,69088979-01eb-4b48-9535-22b6d69421ec,3930,3930 - MOUNT ELIZA,,https://freshlife.tk/beach/
